[2026-04-26 23:36:42,784][quality.model_adapters.onnx_adapter][INFO] - Loaded prefill model from /Users/ruaoccj/qwen3_tts_bundle_new/talker_prefill.onnx
[2026-04-26 23:46:49,393][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 7/200
[2026-04-26 23:46:49,425][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 8/200
[2026-04-26 23:46:49,456][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 9/200
[2026-04-26 23:46:49,487][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 10/200
[2026-04-26 23:46:49,517][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 11/200
[2026-04-26 23:46:49,549][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 12/200
[2026-04-26 23:46:49,584][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 13/200
[2026-04-26 23:46:49,616][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 14/200
[2026-04-26 23:46:49,648][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 15/200
[2026-04-26 23:46:49,679][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 16/200
[2026-04-26 23:46:49,710][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 17/200
[2026-04-26 23:46:49,742][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 18/200
[2026-04-26 23:46:49,773][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 19/200
[2026-04-26 23:46:49,805][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 20/200
[2026-04-26 23:46:49,837][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 21/200
[2026-04-26 23:46:49,868][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 22/200
[2026-04-26 23:46:49,903][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 23/200
[2026-04-26 23:46:49,935][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 24/200
[2026-04-26 23:46:49,968][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 25/200
[2026-04-26 23:46:50,001][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 26/200
[2026-04-26 23:46:50,034][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 27/200
[2026-04-26 23:46:50,068][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 28/200
[2026-04-26 23:46:50,104][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 29/200
[2026-04-26 23:46:50,135][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 30/200
[2026-04-26 23:46:50,166][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 31/200
[2026-04-26 23:46:50,197][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 32/200
[2026-04-26 23:46:50,228][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 33/200
[2026-04-26 23:46:50,261][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 34/200
[2026-04-26 23:46:50,295][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 35/200
[2026-04-26 23:46:50,330][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 36/200
[2026-04-26 23:46:50,362][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 37/200
[2026-04-26 23:46:50,393][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 38/200
[2026-04-26 23:46:50,425][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 39/200
[2026-04-26 23:46:50,457][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 40/200
[2026-04-26 23:46:50,489][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 41/200
[2026-04-26 23:46:50,521][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 42/200
[2026-04-26 23:46:50,554][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 43/200
[2026-04-26 23:46:50,590][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 44/200
[2026-04-26 23:46:50,622][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 45/200
[2026-04-26 23:46:50,654][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 46/200
[2026-04-26 23:46:50,686][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 47/200
[2026-04-26 23:46:50,719][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 48/200
[2026-04-26 23:46:50,751][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 49/200
[2026-04-26 23:46:50,783][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 50/200
[2026-04-26 23:46:50,816][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 51/200
[2026-04-26 23:46:50,849][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 52/200
[2026-04-26 23:46:50,881][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 53/200
[2026-04-26 23:46:50,914][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 54/200
[2026-04-26 23:46:50,947][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 55/200
[2026-04-26 23:46:50,980][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 56/200
[2026-04-26 23:46:51,013][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 57/200
[2026-04-26 23:46:51,046][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 58/200
[2026-04-26 23:46:51,080][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 59/200
[2026-04-26 23:46:51,116][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 60/200
[2026-04-26 23:46:51,151][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 61/200
[2026-04-26 23:46:51,187][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 62/200
[2026-04-26 23:46:51,219][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 63/200
[2026-04-26 23:46:51,251][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 64/200
[2026-04-26 23:46:51,283][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 65/200
[2026-04-26 23:46:51,316][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 66/200
[2026-04-26 23:46:51,350][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 67/200
[2026-04-26 23:46:51,385][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 68/200
[2026-04-26 23:46:51,418][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 69/200
[2026-04-26 23:46:51,451][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 70/200
[2026-04-26 23:46:51,485][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 71/200
[2026-04-26 23:46:51,518][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 72/200
[2026-04-26 23:46:51,552][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 73/200
[2026-04-26 23:46:51,587][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 74/200
[2026-04-26 23:46:51,621][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 75/200
[2026-04-26 23:46:51,654][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 76/200
[2026-04-26 23:46:51,688][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 77/200
[2026-04-26 23:46:51,723][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 78/200
[2026-04-26 23:46:51,758][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 79/200
[2026-04-26 23:46:51,792][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 80/200
[2026-04-26 23:46:51,825][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 81/200
[2026-04-26 23:46:51,859][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 82/200
[2026-04-26 23:46:51,892][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 83/200
[2026-04-26 23:46:51,926][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 84/200
[2026-04-26 23:46:51,960][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 85/200
[2026-04-26 23:46:51,995][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 86/200
[2026-04-26 23:46:52,032][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 87/200
[2026-04-26 23:46:52,071][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 88/200
[2026-04-26 23:46:52,110][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 89/200
[2026-04-26 23:46:52,145][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 90/200
[2026-04-26 23:46:52,182][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 91/200
[2026-04-26 23:46:52,217][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 92/200
[2026-04-26 23:46:52,254][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 93/200
[2026-04-26 23:46:52,293][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 94/200
[2026-04-26 23:46:52,339][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 95/200
[2026-04-26 23:46:52,382][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 96/200
[2026-04-26 23:46:52,422][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 97/200
[2026-04-26 23:46:52,461][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 98/200
[2026-04-26 23:46:52,498][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 99/200
[2026-04-26 23:46:52,534][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 100/200
[2026-04-26 23:46:52,570][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 101/200
[2026-04-26 23:46:52,605][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 102/200
[2026-04-26 23:46:52,642][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 103/200
[2026-04-26 23:46:52,679][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 104/200
[2026-04-26 23:46:52,716][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 105/200
[2026-04-26 23:46:52,751][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 106/200
[2026-04-26 23:46:52,785][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 107/200
[2026-04-26 23:46:52,820][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 108/200
[2026-04-26 23:46:52,856][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 109/200
[2026-04-26 23:46:52,891][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 110/200
[2026-04-26 23:46:52,926][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 111/200
[2026-04-26 23:46:52,961][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 112/200
[2026-04-26 23:46:52,995][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 113/200
[2026-04-26 23:46:53,030][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 114/200
[2026-04-26 23:46:53,083][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 115/200
[2026-04-26 23:46:53,126][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 116/200
[2026-04-26 23:46:53,165][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 117/200
[2026-04-26 23:46:53,201][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 118/200
[2026-04-26 23:46:53,236][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 119/200
[2026-04-26 23:46:53,273][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 120/200
[2026-04-26 23:46:53,320][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 121/200
[2026-04-26 23:46:53,361][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 122/200
[2026-04-26 23:46:53,407][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 123/200
[2026-04-26 23:46:53,458][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 124/200
[2026-04-26 23:46:53,505][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 125/200
[2026-04-26 23:46:53,550][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 126/200
[2026-04-26 23:46:53,592][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 127/200
[2026-04-26 23:46:53,631][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 128/200
[2026-04-26 23:46:53,672][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 129/200
[2026-04-26 23:46:53,711][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 130/200
[2026-04-26 23:46:53,751][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 131/200
[2026-04-26 23:46:53,790][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 132/200
[2026-04-26 23:46:53,830][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 133/200
[2026-04-26 23:46:53,871][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 134/200
[2026-04-26 23:46:53,912][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 135/200
[2026-04-26 23:46:53,952][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 136/200
[2026-04-26 23:46:53,990][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 137/200
[2026-04-26 23:46:54,027][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 138/200
[2026-04-26 23:46:54,066][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 139/200
[2026-04-26 23:46:54,109][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 140/200
[2026-04-26 23:46:54,150][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 141/200
[2026-04-26 23:46:54,193][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 142/200
[2026-04-26 23:46:54,234][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 143/200
[2026-04-26 23:46:54,276][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 144/200
[2026-04-26 23:46:54,319][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 145/200
[2026-04-26 23:46:54,364][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 146/200
[2026-04-26 23:46:54,407][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 147/200
[2026-04-26 23:46:54,451][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 148/200
[2026-04-26 23:46:54,494][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 149/200
[2026-04-26 23:46:54,537][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 150/200
[2026-04-26 23:46:54,580][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 151/200
[2026-04-26 23:46:54,622][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 152/200
[2026-04-26 23:46:54,664][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 153/200
[2026-04-26 23:46:54,710][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 154/200
[2026-04-26 23:46:54,759][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 155/200
[2026-04-26 23:46:54,813][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 156/200
[2026-04-26 23:46:54,962][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 157/200
[2026-04-26 23:46:55,009][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 158/200
[2026-04-26 23:46:55,056][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 159/200
[2026-04-26 23:46:55,101][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 160/200
[2026-04-26 23:46:55,144][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 161/200
[2026-04-26 23:46:55,184][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 162/200
[2026-04-26 23:46:55,223][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 163/200
[2026-04-26 23:46:55,260][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 164/200
[2026-04-26 23:46:55,300][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 165/200
[2026-04-26 23:46:55,337][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 166/200
[2026-04-26 23:46:55,376][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 167/200
[2026-04-26 23:46:55,414][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 168/200
[2026-04-26 23:46:55,454][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 169/200
[2026-04-26 23:46:55,497][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 170/200
[2026-04-26 23:46:55,546][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 171/200
[2026-04-26 23:46:55,594][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 172/200
[2026-04-26 23:46:55,640][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 173/200
[2026-04-26 23:46:55,684][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 174/200
[2026-04-26 23:46:55,726][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 175/200
[2026-04-26 23:46:55,766][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 176/200
[2026-04-26 23:46:55,805][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 177/200
[2026-04-26 23:46:55,846][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 178/200
[2026-04-26 23:46:55,888][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 179/200
[2026-04-26 23:46:55,926][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 180/200
[2026-04-26 23:46:55,964][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 181/200
[2026-04-26 23:46:56,002][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 182/200
[2026-04-26 23:46:56,040][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 183/200
[2026-04-26 23:46:56,079][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 184/200
[2026-04-26 23:46:56,119][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 185/200
[2026-04-26 23:46:56,157][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 186/200
[2026-04-26 23:46:56,196][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 187/200
[2026-04-26 23:46:56,236][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 188/200
[2026-04-26 23:46:56,275][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 189/200
[2026-04-26 23:46:56,315][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 190/200
[2026-04-26 23:46:56,355][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 191/200
[2026-04-26 23:46:56,395][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 192/200
[2026-04-26 23:46:56,433][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 193/200
[2026-04-26 23:46:56,472][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 194/200
[2026-04-26 23:46:56,512][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 195/200
[2026-04-26 23:46:56,551][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 196/200
[2026-04-26 23:46:56,589][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 197/200
[2026-04-26 23:46:56,630][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 198/200
[2026-04-26 23:46:56,670][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 199/200
[2026-04-26 23:46:56,710][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 200/200
[2026-04-26 23:46:56,725][quality.model_adapters.onnx_adapter][INFO] - Generated timesteps: 200
[2026-04-26 23:46:56,726][quality.model_adapters.onnx_adapter][INFO] - Running vocoder with codes shape=(1, 16, 200)
[2026-04-26 23:46:59,030][quality.model_adapters.onnx_adapter][INFO] - Vocoder waveform shape=(1, 1, 384000) dtype=float32
[2026-04-26 23:46:59,783][quality.model_adapters.onnx_adapter][INFO] - Prefill embedding built: inputs_embeds=(1, 9, 1024) trailing_text_hidden=(27, 1024)
[2026-04-26 23:46:59,783][quality.model_adapters.onnx_adapter][INFO] - Running talker_prefill
[2026-04-26 23:46:59,895][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 1/200
[2026-04-26 23:46:59,930][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 2/200
[2026-04-26 23:46:59,961][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 3/200
[2026-04-26 23:46:59,992][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 4/200
[2026-04-26 23:47:00,023][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 5/200
[2026-04-26 23:47:00,054][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 6/200
[2026-04-26 23:47:00,086][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 7/200
[2026-04-26 23:47:00,117][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 8/200
[2026-04-26 23:47:00,149][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 9/200
[2026-04-26 23:47:00,180][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 10/200
[2026-04-26 23:47:00,213][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 11/200
[2026-04-26 23:47:00,246][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 12/200
[2026-04-26 23:47:00,283][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 13/200
[2026-04-26 23:47:00,319][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 14/200
[2026-04-26 23:47:00,353][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 15/200
[2026-04-26 23:47:00,389][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 16/200
[2026-04-26 23:47:00,423][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 17/200
[2026-04-26 23:47:00,456][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 18/200
[2026-04-26 23:47:00,488][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 19/200
[2026-04-26 23:47:00,520][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 20/200
[2026-04-26 23:47:00,553][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 21/200
[2026-04-26 23:47:00,589][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 22/200
[2026-04-26 23:47:00,626][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 23/200
[2026-04-26 23:47:00,664][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 24/200
[2026-04-26 23:47:00,699][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 25/200
[2026-04-26 23:47:00,732][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 26/200
[2026-04-26 23:47:00,765][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 27/200
[2026-04-26 23:47:00,798][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 28/200
[2026-04-26 23:47:00,831][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 29/200
[2026-04-26 23:47:00,865][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 30/200
[2026-04-26 23:47:00,899][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 31/200
[2026-04-26 23:47:00,934][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 32/200
[2026-04-26 23:47:00,967][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 33/200
[2026-04-26 23:47:01,000][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 34/200
[2026-04-26 23:47:01,034][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 35/200
[2026-04-26 23:47:01,066][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 36/200
[2026-04-26 23:47:01,098][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 37/200
[2026-04-26 23:47:01,132][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 38/200
[2026-04-26 23:47:01,165][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 39/200
[2026-04-26 23:47:01,196][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 40/200
[2026-04-26 23:47:01,228][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 41/200
[2026-04-26 23:47:01,262][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 42/200
[2026-04-26 23:47:01,298][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 43/200
[2026-04-26 23:47:01,334][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 44/200
[2026-04-26 23:47:01,371][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 45/200
[2026-04-26 23:47:01,407][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 46/200
[2026-04-26 23:47:01,441][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 47/200
[2026-04-26 23:47:01,475][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 48/200
[2026-04-26 23:47:01,509][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 49/200
[2026-04-26 23:47:01,543][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 50/200
[2026-04-26 23:47:01,577][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 51/200
[2026-04-26 23:47:01,613][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 52/200
[2026-04-26 23:47:01,653][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 53/200
[2026-04-26 23:47:01,695][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 54/200
[2026-04-26 23:47:01,735][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 55/200
[2026-04-26 23:47:01,745][quality.model_adapters.onnx_adapter][INFO] - Reached codec EOS at step 55
[2026-04-26 23:47:01,745][quality.model_adapters.onnx_adapter][INFO] - Generated timesteps: 55
[2026-04-26 23:47:01,745][quality.model_adapters.onnx_adapter][INFO] - Running vocoder with codes shape=(1, 16, 55)
[2026-04-26 23:47:02,411][quality.model_adapters.onnx_adapter][INFO] - Vocoder waveform shape=(1, 1, 105600) dtype=float32
[2026-04-27 00:00:16,691][quality.model_adapters.onnx_adapter][INFO] - Loaded prefill model from /Users/ruaoccj/qwen3_tts_bundle_new/talker_prefill.onnx
[2026-04-27 00:00:17,191][quality.model_adapters.onnx_adapter][INFO] - Loaded decode model from /Users/ruaoccj/qwen3_tts_bundle_new/talker_decode.onnx
[2026-04-27 00:00:17,330][quality.model_adapters.onnx_adapter][INFO] - Loaded cp model from /Users/ruaoccj/qwen3_tts_bundle_new/code_predictor.onnx
[2026-04-27 00:00:17,761][quality.model_adapters.onnx_adapter][INFO] - Loaded vocoder model from /Users/ruaoccj/qwen3_tts_bundle_new/vocoder.onnx
[2026-04-27 00:00:17,871][quality.model_adapters.onnx_adapter][INFO] - Loaded tokenizer from /Users/ruaoccj/qwen3_tts_bundle_new/tokenizer
[2026-04-27 00:00:18,127][quality.model_adapters.onnx_adapter][INFO] - Loaded assets from /Users/ruaoccj/qwen3_tts_bundle_new/embeddings
[2026-04-27 00:00:24,457][quality.model_adapters.onnx_adapter][INFO] - Prefill embedding built: inputs_embeds=(1, 9, 1024) trailing_text_hidden=(11, 1024)
[2026-04-27 00:00:24,458][quality.model_adapters.onnx_adapter][INFO] - Running talker_prefill
[2026-04-27 00:00:24,816][quality.model_adapters.onnx_adapter][INFO] - Running talker_decode step 1/200
